"","Model","Threshold","Population_below_threshold","Sensitivity.Sensitivity","Specificity.Specificity","PPV.Pos.Pred.Value","NPV.Neg.Pred.Value","Accuracy.Accuracy"
"414","glm",0.75,3.45679012345679,NA,NA,NA,NA,NA
"415","glm",0.8,3.7037037037037,NA,NA,NA,NA,NA
"416","glm",0.85,4.69135802469136,NA,NA,NA,NA,NA
"417","glm",0.9,5.4320987654321,NA,NA,NA,NA,NA
"418","glm",0.95,6.41975308641975,NA,NA,NA,NA,NA
"419","glm",0.05,0,NA,NA,NA,NA,NA
"420","glm",0.1,0,NA,NA,NA,NA,NA
"421","glm",0.15,0,NA,NA,NA,NA,NA
"422","glm",0.2,0,NA,NA,NA,NA,NA
"423","glm",0.25,0.246305418719212,NA,NA,NA,NA,NA
"424","glm",0.3,0.738916256157635,NA,NA,NA,NA,NA
"425","glm",0.35,0.985221674876847,NA,NA,NA,NA,NA
"426","glm",0.4,1.23152709359606,NA,NA,NA,NA,NA
"427","glm",0.45,1.47783251231527,NA,NA,NA,NA,NA
"428","glm",0.5,1.47783251231527,NA,NA,NA,NA,NA
"429","glm",0.55,2.21674876847291,NA,NA,NA,NA,NA
"430","glm",0.6,2.70935960591133,NA,NA,NA,NA,NA
"431","glm",0.65,3.20197044334975,NA,NA,NA,NA,NA
"432","glm",0.7,3.94088669950739,NA,NA,NA,NA,NA
"433","glm",0.75,4.43349753694581,NA,NA,NA,NA,NA
"434","glm",0.8,4.67980295566502,NA,NA,NA,NA,NA
"435","glm",0.85,5.66502463054187,NA,NA,NA,NA,NA
"436","glm",0.9,6.89655172413793,NA,NA,NA,NA,NA
"437","glm",0.95,7.88177339901478,NA,NA,NA,NA,NA
"438","glm",0.05,0,NA,NA,NA,NA,NA
"439","glm",0.1,0,NA,NA,NA,NA,NA
"440","glm",0.15,0,NA,NA,NA,NA,NA
"441","glm",0.2,0,NA,NA,NA,NA,NA
"442","glm",0.25,0,NA,NA,NA,NA,NA
"443","glm",0.3,0,NA,NA,NA,NA,NA
"444","glm",0.35,0,NA,NA,NA,NA,NA
"445","glm",0.4,0.245700245700246,NA,NA,NA,NA,NA
"446","glm",0.45,0.245700245700246,NA,NA,NA,NA,NA
"447","glm",0.5,0.491400491400491,NA,NA,NA,NA,NA
"448","glm",0.55,0.491400491400491,NA,NA,NA,NA,NA
"449","glm",0.6,1.22850122850123,NA,NA,NA,NA,NA
"450","glm",0.65,1.96560196560197,NA,NA,NA,NA,NA
"451","glm",0.7,3.19410319410319,NA,NA,NA,NA,NA
"452","glm",0.75,3.43980343980344,NA,NA,NA,NA,NA
"453","glm",0.8,3.68550368550369,NA,NA,NA,NA,NA
"454","glm",0.85,3.93120393120393,NA,NA,NA,NA,NA
"455","glm",0.9,4.66830466830467,NA,NA,NA,NA,NA
"456","glm",0.95,5.65110565110565,NA,NA,NA,NA,NA
"457","glm",0.05,0,NA,NA,NA,NA,NA
"458","glm",0.1,0,NA,NA,NA,NA,NA
"459","glm",0.15,0,NA,NA,NA,NA,NA
"460","glm",0.2,0,NA,NA,NA,NA,NA
